,Date,Review,Rating
1977,10/8/2009,"I really enjoyed how everythign was setup in the Magic Castle.  The entire night was more of an experience than a meal, and they execute the entire show extremely well.  I must say, you do not come here for the food, and it's really expensive.  Don't expect anything from it, and you will have an awesome time.",5 star rating
1978,11/1/2009,"Hands down, this is the BEST place to spend Halloween Night!! If you can, go go GO! The Halloween decor was beautiful, and I saw so many cool people in costume. The shows were awesome, the magicians were very funny and had charming personalities...oh wait they are supposed to be charming,aren't they? duhhh lolThe Phantasmagoria show was beautiful! I was impressed by the invisible piano player (Irma)...I requested a Lady Gaga song and she played Poker Face for me. I've seen other ppl request songs and she didnt play it/or she played something else...she responds better when you say please.They had a dance floor, and an art gallery if u felt like buying a Gris Grimly print...there's so much cool stuff there!We were relieved nobody got offended by our costume, lol. ( We were dressed as pilot/attendant plane crash survivors )( I'm guessing they arenot really known for their food, right? People go there mainly for the entertainment and drinks ) The food was ok....my husband ordered a filet mignon that was burnt and was strategically covered in sauce, to cover the mistake ) I ordered a chicken masala and it was good...I was pretty happy with my dish, but my husband insisted that I write about his steak on Yelp =POverall, we had a great night!!!!",4 star rating
1979,12/23/2009,I just scrolled over someones review and it reminded me I've been here before. And it brought the LOL's.It is what it is. I got so drunk when I was here for some reason when they asked my name I couldnt remember it.,3 star rating
1980,10/3/2010,"Avoid dinner if you can, the food is overpriced and disappointing, however the food at the bar is pretty darn good (don't miss the garlic cheesy bread!)I try to avoid the busy nights, Friday and Saturday, because it can be hard to see a lot of shows, go on a Thursday or Sunday if you can and it is much more relaxed, you won't miss anything. Be sure to visit the close up room!",4 star rating
1981,2/9/2013,It's the magician version of a stand up bringer show. Expensive and scammy. They asked for my credit card to make a reservation and then charged me anyway when I called to cancel a week in advance. $40 dollars down the drain with nothing to show for it!,1 star rating
1982,5/12/2013,This is a really good place to go if you get invited with friends or on a date. The venue is beautiful and the service is great. Staff is very friendly and welcoming. Be prepared to pay for valet. We got seated for dinner a little late but the cast held the show for us which was wonderful of them. Dinner wasn't phenomenal but was not bad at all like some of the other reviews on here are saying. The show at some points will make you say wow and a lot of times will make you laugh. Formal attire is required but I think that makes it a lot more exciting. Had a fantastic time and would love to go again!! You must go.,5 star rating
1983,8/13/2012,"I LOVE MAGIC! I'm so easily impressed with magic. This place blew me away! I had the best time and was oo-ing and ahh-ing to everything. My boyfriend got chosen for one of the acts and spent the whole time after dissecting everything that happened, trying to figure out the magic :) So so sooo much fun!!!This place is fantastic for a date!",5 star rating
1984,6/23/2011,"4 stars is strictly just  for the ambience and for the magic shows. Did not try the food nor did I have a drink.Quick Tip: Subway & liquor store about block & half east. *wink-wink*Was able to see one of the creators of the Magic Castle, Milt Larson perform which was a very rare occasion.For the most part, I had a very good time. If you ever get the chance to go, GO!:^)",4 star rating
1985,6/18/2008,"I've been wanting to come to the Magic Castle ever since I first heard about it.  My little sister took me and my husband here recently on a Friday night and I was super excited.  The castle is not quite as snazzy as I had pictured in my head, but then again it IS a bunch of magicians.  What type of person chooses to become a magician?  Well most of them are pretty quirky.I came here with a VERY open mind and made a decision to just enjoy it and not be too critical about the ""magic.""  I'd say that half of the acts were very funny and entertaining, and the other half need some work.  Some acts were just downright boring and/or not executed well. The food here was better than expected, but no one really comes here for the food anyway.Overall, I had a really fun time.  A lot of it had to do with alcohol, but I would recommend that everyone come here at least once if you are into the magic show thing.",3 star rating
1986,7/11/2008,"I went last night, and it was..well magical. :)The staff was very friendly and nice, the shows ranged from horribly wonderfully cheesy to just brilliant...the food is ok...yes, just ok.  You're paying for the venue.   The only reason I didn't give it 5 stars was their no camera policy.  It's such a fun place to be in, it's a shame they don't let you take pictures!",4 star rating
1987,10/15/2008,"Let me just tell you....this place is absolutely stunning in every aspect of the word!It is awesome on the outside, and even BETTER on the inside. My boyfriend and I went here for our 4 year anniversary (I'm not sure how he got the guest passes, he won't tell me) and they treated us great!The performers were amazing in all 3 stage areas (close up room had this awesome ""cheat"" card trick guy, puppets in the large room, and a mind reader in another room...and he COULD read minds! He read my boyfriend's!) However, the coolest part for me was MEETING Neil Patrick Harris...you know, Doogie Howser!?..How I Met Your Mother. He's on the board of directors and we found him down in a semi private room having a business meeting. However, he was MORE than happy to shake our hands and tell us a little about the place. With friendly people like him running the place, no wonder it was such a success with us. The food/bar was a little pricey, but to be expected. My boyfriend had the filet mignon and I had the chicken marsala. Both were quite good and the food presentation was nice. They have a very extensive wine list and several bars throughout the castle. If you're going to celebrate anything, make sure you tell them when you make your reservations as they give you a ""little treat""! This place was AWESOME and I would LOVE to come back!!",5 star rating
1988,3/18/2009,"The Magic Castle....It's the sorta stuff that you often think exists only in books and Harry Potter movies....but your wrong...Oh no, just when you thought you saw everything Hollywood had to offer, you find something else....and it's almost as if this landmark of magic just kinda ""POOF!"" appeared out of no where!...who knew?...did you?The magic castle is a wonderful place that plays hosts to magicians world wide. The performers are almost always magicians...I say almost always because they also on occasion will feature sideshow performances....how do I know this? well because I have been lucky enough to have the honor of performing at the Magic Castle on 2 occasions with my group The FreakShow Deluxe! and also world famous Todd Robbins whom I have enjoyed the entertainment of on a few occasions.The night will usually start off with you arriving in front of the castle...and yes my friends this place is a modern architectural marvel...okay so it's not Camelot...or Medieval Times in structure and representation...but imagine if you will and classy joint, where ladies where lovely dresses and guys sport suit and tie...sometimes even tuxedos. you are then ushered through a room in which with aid of the secret password you can gain access to the many bars and rooms that the Magic Castle has to offer. If you made dinner reservations then you will be seated and enjoy a meal prepared by the adjoining restaurant which in case you are out of the loop has recently been replaced. Apparently under new management the magic castle did not renew the contract of the restaurant that was up until recently a long time partner.So! because of this I can no longer tell you how the food is right now....the food of the old place was pretty good...but then again I wasn't paying for it and was appreciative of anything they brought down to feed us.I have performed in the Palace of Mystery which unless you ate dinner there and are guaranteed a seat...is sorta hard to get into (you wait in line in hopes that there is an extra seat left, or someone doesn't show up to the show to get in). I opened up fro magicians Fielding West and Shoot Ogawa...both fantastic magicians and very friendly people. As sort of a sneak preview for the patrons to let them know that my group FSD was performing downstairs.my group played in the parlor area next to the W.C.Feilds bar. (which we would later return to perform in during the Halloween season of 08')Anyway the rooms are awesome...the walls are covered in magician posters. As well as a few treats, in one of the bars located on the entry level floor you can find a ghost playing piano, a mysterious phone booth and a couple treats downstairs including an awesome selection of W.C. Fields short videos you can access with a push of a button.what would the magic castle be without secret rooms...and a secret library only accessible to members....a magic school is offered as well!anyway I guess I can go on and on about this place and the fun you will have as you goto rooms to see magicians perform their finest tricks...but also the walk around and close up magicians that can keep you entertained as you enjoy a drink from the bar as well.I think there are 3 main bars in this place 1 on each floor.magiccastle.comyou do have to be a member to make dinner reservations but if you know a magician or a member you can get in as a guest. Also there are special occasions in which you can make reservations member or not. (Rumor has it that under the new management, they are possibly considering letting this place be available on certain nights for the public, but again this is just rumor...so you ain't heard it from me)I think Sundays for the brunch you can make reservations even if not a member.cost to get in is $20 or $25..plus the cost of drinks and dinner...so this isn't a cheap place...but i figure if your all decked out anyway, well, live it up baby!  you are probably there for a special occasion anyway...why not go all out! tilt your hat buddy, order that drink on the rocks...and enjoy the show! This place I don't think was intended for just anybody to walk in and ""grab a beer"" so if you come here...you should know your shelling out some serious dough...I know I probably haven't talked about alot of the awesomeness here...but its' classy, friendly, swanky, and very debonair!Be sure to check out the website...because if I keep talking about this place some magicians might make ME disappear....ya dig?",5 star rating
1989,7/25/2009,"I've heard of the Magic Castle for some time now and knew it was a very exclusive club.  But I finally got the opportunity to go......and our group had a blast.  Everything about it was great -- the magic, the dinner, and the awesome aesthetics/decor from the early 1900's.  I have to say, they did an great job upkeeping the place -- it reminded me of the haunted mansion at Disneyland.  But really....the greatest moment was when Doogie Houser walked into the castle.  Apparently he is on the board of directors.  Who'd have thought our childhood sit-com superstar was also a magician....",5 star rating
1990,9/7/2009,"And for my next TRICK...i'll be reviewing the MAGIC CASTLEHollywood is known for its lavish style and old time glamor. What better way to show that in this turn of the century castle. Off Franklin avenue, you'll find a baroque exterior and subtle waterfalls as you drive up the curvaceous driveway. The affable clean-cut valet will open your door to a world of mystery and magic.OPEN SESAME!!!!Inside you'll find a magic club that is reminiscent of a secret hangout during the prohibition years. The restaurant upstairs offers prompt and professional service. This is to be expect as the price is relevant of its high quality service. Steaks and seafood fill their hefty menu with a few alternative choices for the picky eater in you. Generous portions will make your taste buds fall deeply in love with each groan of satisfaction.Be Sure to book your party early as the shows typically run early. Also make note that there is absolutely NO standing or saving seats for their first come, first Serve magic shows.I have been fortunate enough to have attended this magic club a handful of times during my life. I have always been impressed with the club's devotion to perfecting the art of magic. You will come across many tricks that you have seen before as a child but with an entirely different twist and style that will live you in awe and wonder.There are plenty of the magicians waiting around the bar and lounge areas to perform close-up tricks to give your visit a more personal touch. Just about all of their performers dazzle you with quick-witted humor and mind-blowing illusions.If you ever get the chance to visit the magic castle, make sure you visit IRMA, the piano ghost to amuse with an encyclopedia of music on her grand piano. Leaving the castle will cause you perplexed yet captivated by your experience.",5 star rating
1991,9/28/2009,"I know someone who is a junior member. I have been here about 5 times and have always had a great time watching the shows and meeting people. I would like to check it out during the late night as well as Halloween. I have never had a bad meal here either. We have to get there early and stay a little longer for our magician (we drive him there)  needs to get ready but if  were not into seeing the magic shows, we watch the freak show on Hollywood Blvd.",4 star rating
1992,11/25/2009,"I came here with a bunch of friends on a Sunday. We had a friend of a friend who was a magician at the Castle bring us in...we all paid him $20 bucks or so we saved money since we didn't have to eat there. The magician was kind of against us eating there because he said it was overpriced and not that good. The dinner isn't themed. I probably would have wanted to eat there if the dinner was themed.The place wasn't very busy on Sunday so there weren't any side shows going on. However, we did get to see the mains shows which were impressive but weren't astounding. Nonetheless, good fun!",4 star rating
1993,3/22/2010,Similar concept as Disneyland's Club 33 - one can only come here if you're invited by a magician or if you know a friend who knows one that can invite you. There is a strict dress code for gentlemen where jackets are required but they do have some on hand should you fail to get the memo. Once in the castle you're allowed into the dining room exactly on the dot of your reservation. Camera and other photography is not allowed but they will gladly come by take your picture and charge you for it should you require a souvenir. The menu is not very extensive so I chose the filet since I knew that couldn't be butchered too badly since kitschy themed restaurants are always hit or miss. Thankfully my steak was cooked just right and my meal ended being quite enjoyable. After dinner you're invited to walk around to the different shows and rooms. We were able to see all the shows that night since we had dinner at a reasonable time. The shows were nothing extravagant. Don't expect Lance Burton or Chris Angel type Vegas magic shows or you'll be very sadly disappointed. The shows were more what I would call amateur shows. They were still entertaining none the less but I wouldn't go out of my way to come back here again. It's a great one time experience if you haven't been but the food and the shows weren't so awe inspiring that I would be begging my friend to invite me back.,3 star rating
1994,5/5/2010,"Surprisingly good food, unique entertainment. Good to go about once a year, just a unique experience to have.The magic is more on the simpler side, but entertaining nonetheless.",4 star rating
1995,1/8/2011,"I cam here last night and had a wonderful time!!! This place is very cool...very big...and magical fun to be had at every turn!!We went specifically to see David Minkin...he was awesome! My friend got selected to be his assistant and she said she was completely taken aback by his ""magic"", there was a bit of a wait to see him maybe 30 to 40 minutes but it was completely worth it,,,we just chatted over yummy truffle fries and cocktails in line.After seeing David we ventured to the parlor room which has stadium style seating...I offered my dollar to the delightful and comedic magician who ripped it up and attempted to make it reappear in an envelope...this didn't work so he sent me back to my seat. I felt embarrassed for him until...presto chango he cuts open a lemon and out comes my dollar!!! Honestly I was amazed!!!This place is awesome....magic, magic everywhere...please someone invite me again!!",4 star rating
1996,11/25/2012,We were six at the Magic Castle. We had dinner and saw some pretty good magic in two of the showrooms. But the best part of the evening is when we came upon Brian Markenson who involved us in his amazing close-up magic. Great fun.,5 star rating
1997,3/5/2012,"In terms of the magic, I think this place is pretty entertaining.  Magicians are fun and present a lot of comedy with their shows which make it enjoyable.  In order to get tickets to the main show, you have to buy dinner which is extremely over priced for very very sub par food.  Although one of my friends who came a couple years ago said that the food definitely improved from what it use to be.  But if you think about how much show tickets cost, you're spending about the same amount so I guess it's not that bad.  Definitely worth coming if you've never been, I'm not sure I was impressed enough to drop that amount of cash to come for a 2nd time.",3 star rating
1998,2/2/2012,"Mediocare food meets outdated magic. We went here about 4 years for magic and it was pretty fun the first time. Went again last night and the magic has not changed or has gotten worse. The food is NOT good. The server was rushed to take our order. The food is definitely prepared in advance as another reviewer mentioned. It is not only cold, but it comes out a few minutes after you order it! The drinks: the server asked just once and refused to take another drink order until I went to order myself at the bar. Salad: drenches with so much dressing, it is hard to eat! Not much you can do with salad, but it just had that feeling of pre-packaged salad.Appetizers: had the corn ravioli and caesar salad. They were OK, salad again drenched in so much dressing. Dinner: Roasted chicken was dry and cold. Brought out quickly after we ordered so definitely pre-made. Filet was decent, also not hot enough.Dessert: Nice to bring an ice cream on the house for a bday.Magic show: We were told we'd get tickets to get in the front of line for the main magic show. Didn't get it and we were told they decided not to do that for that night since it wasn't crowded. We ended up in the back of the line, but still had good seats because it wasn't crowded. The show itself was OK. The magicians are funny and the magic shows are just outdated (the rope, the rings, etc.)The class of people there are suprisingly low given the attire and exclusivity of the show. At one point, we heard these two guys talking about how one of them let out this ""fart that was so loud"". The people certainly don't match the attire. The servers and busboys were all talking beside the dinner table loud in Spanish. It's just not proper for a dinner for two that costs over $150 with drinks.We won't be returning. It's acceptable if it's your first time, but don't get your hopes up for a magical night. It's just whatever.",2 star rating
1999,11/20/2011,"This place was a disappointment. The concept is great. Dress up or you are not let in and enjoy magicians up close or see magic shows on stage. Enjoy food and drinks. Sounds great, right? I went on a Saturday and it was so crowded. We spent most of our time waiting in line for a show, then standing on tip toes to see magicians. The biggest disappointment was the overpriced and gross food. I ordered the salmon and the lobster mac and cheese. Both came out cold. After paying over one hundred dollars to see one show from the back of the room, valet parking, cold and disgusting dinner and having sore feet from tip toeing to try and see a card trick, I felt totally ripped off. The Magic Castle sucked the magic out of my evening.",2 star rating
2000,3/4/2010,Whao...it's been how many years I haven't been back to the castle???Still remember that 'seasame' door at the entrance. Still remember that ghost piano plays whatever songs U told it. Still remember different rooms have different magic shows. What a memorable nite....,5 star rating
2001,6/2/2010,"Dinner - umm.. quite horrible to be honest. I got the vegetable lasagna dish and I wanted to throw it up in my napkin. Sorry. There was this weird Merlin character walking around singing Happy Birthday which got quite annoying when you're trying to have a nice dinner.Shows - The shows made up for the food and I was fortunate to be a part of a card show. It was quite embarrassing at first, but I had a lot of fun. I forgot the magicians name, but it was the act put on in a room left of the bar. I really enjoyed it! The main show was amazing and it was this magician from Las Vegas -- he pulled a bunny in half to make to bunnies! AMAZING!It's a bit cold in the castle so I'd recommend bringing a jacket if you're wearing a cocktail dress. Men, don't forget to bring your ties!",3 star rating
2002,9/13/2011,Had a Company Festivity there on 9-10-11 whole place to us!!! Was AMAZING. Had a food buffet. Steamed salmon was to die for mashed potatoes delicious! Drinks are VERY stiff! Which is a plus! Had 3 and i was good! Magicians were awesome! Invisible Irma playing the piano even played Poker Face! !!! Totally awesome! I even had a conversation with her. Lol kinda weird speaking with a piano but we understood each other by me asking questions and she'd respond back. Weird i know! LoL. Houdini room has really cool artifacts all around! Magic that leaves you saying what! Howd he do that! Overall great experience that everyone has to see atleast once. Members only club but you can ask the front door lady for passes n she will give em to you! Awesome!,5 star rating
2003,9/7/2013,Felt like old Vegas. The food was great! Order the Lobster and Ribeye for sure. The shows between drinks and the many bars was very cool experience.,5 star rating
2004,10/29/2013,"Couldn't wait to come here and made a commute to come here. Made reservations three months ago. So this was long awaited. We get there and we see most people were in costume. We were like... wtf is going on. Sure enough it was a Halloween special night and you had to be in costume for entry. So, we wasted our time getting all fancy to meet their strict dress code for nothing. Wasted time and gas to get here to find out that they failed to mention this small little detail. Oh, and by the way, it was double cover charge too-$50 a head just to get in the door. Well we went to tell a manager how we were uninformed of this and wanted to make sure that they weren't going to charge us for canceling, because we didn't cancel... we showed up and they failed on their end to mention this. It's not even indicated on the tickets or email confirmation that we received- nowhere. Well, we had the pleasure of dealing with CHRIS HAGGER who ended up being a complete D-bag. No customer service skills whatsoever. He made a comment that 'obviously everyone else knew about it and how we didn't?'. He said they've been doing this for 50 years so we should have known... Right because we've attended here for fifty years. Try again, this was our first time. Even the member who had us attend didn't know about this costume deal let alone requirement for entry. Now, we are being charged 200 for 'canceling' because they failed to tell this to us and we got screwed in every possible way. Chris even followed us out after trying to discuss this with them and said because of how we acted that they would take the membership away from the one who referred us. Perfect, so he had to throw his last words in to make us feel like $hit that we'd be the reason the membership was revoked. Good try a-hole. Our background is customer service and we were treated like dirt. I don't care that this is a private club, show some class. Any manager of a business that accepts this sort of behavior from an employee deserves to get canned too.",1 star rating
2005,2/2/2014,"Not gonna lie, I am a bit disappointed by this place. I like the building, the architecture, the inside, the decor, the place is over a 100 years old, and in L.A that def. counts as "" old"", but besides the atmosphere , I expected to be "" blown away"" by the magic shows, I mean isnt that why there is a $30 per person entrance free ??? My opinion is that the magicians were more like comedians than magicians, and the tricks are the type of tricks you have seen a 100 times before, you know, the types of tricks thata  were "" so cool"" when you were about 5 years old ( cards, ropes, more cards, u get the idea). We had  dinner reservations, and the food was good, not spectualar but def. good, our server was great, and I wish we just had stayed at the dinner table drinking and chatting, instead of wasting time wandering around the mansion, for whatever shows. It was really packed on a Saturday night, and please note that the crowd is an old crowd. We are talking 80% 45 and over. The place is cool, go there if you have some type of deal not to pay the entrance fee and eat dinner. One time, just do it. They took my jacket away from me, cuz it had a zipper, though it was pretty stylish. Guys had to wear a suit and a tie. Hostesses : a bit rude and full of it, but what do you expect from Hollywood ? Dinner for 5 and some wine came to about $400.",3 star rating
2006,7/2/2013,"Absolutely fantastic place to go to for a date.  I was lucky enough to be able to come here twice already.  I would give this place 5 stars, however their food isn't great.  The first time was slightly better than the second...I must say I was tempted to give 3 stars if it would only be food alone.The magicians are great as are the drinks.  The first time we were there, food was just meh.  Nothing special and fairly overpriced, which I guess I'm not surprised since everything there is slightly more expensive.  The second time we were there though, we had a group of four.  ALL of our food came out cold.  Of course the waiter apologized and claimed that he had picked up the food as soon as it was sent out (in which case they need a better microwave).  He allowed us to have two desserts on the house which was nice I guess, though a discount would have been better since at that point the last thing we wanted was dessert.Either way, I will definitely keep coming back just for the magic.  It is truly a unique place that you will never find anywhere else.  I just wish that nonmembers weren't forced to buy the dinners for the show tickets....and if you want to force us to fork over the money, at least put out some better quality food.",4 star rating
2007,1/3/2012,"We arrived at Magic Castle with high expectations due to all the top reviews here. Private club, members only blah blah blah...First impression was ok, friendly valet service.When I came in the front entrance all I saw was old shabby furniture, well, now you can say it's 1920's chic, but really it had nothing to do with 1920' vintage atmosphere...I thought it all looked just run down!We went up stairs so see the first show half an hour before it started. After about 1 hour wait time, they finally started letting people in but now this, the room was full and we didn't get to see the show and would have had to wait another hour!!So we went to the next room to see a show, had to wait another hour again. This time we got in.The show was really below average...I mean, maybe I'm spoiled but I've seen way better magic in Vegas or just in simple circus shows...Next show was a close up show after another 45 minutes wait...it was a fun show because the magician was funny, but the tricks, again were average card tricks you can google anywhere!For me personally, it was a pretty boring night with poor magic tricks, I saw only 2 shows and spent ""waisted"" more than 4 hours of my life.",2 star rating
2008,6/5/2011,"I LOVED this place! It was more than I even imagined.First, they are strict on the dress code, men ties, ladies skirts or business jacket/slacks.  It was fun dressing up and it added to the red-velvet/old hollywood atmosphere. Second, the food was spectacular-I had rack of lamb as my main dish and our group had portabello mushrooms and calamari for appetizers. For dessert I had creme brulee-yum! All very tasty.Finally, the show was amazing.  The tricks were impressive and it ws nice to see how magic has taken a whole new turn-its not the same ole bunny out of a hat or lame card tricks.  All the magicians were good/great and each had a hilarious sense of humor.  We were rolling in laughter all night long.All in all, a wonderful 5-star experience!",5 star rating
2009,8/24/2008,This is the third time I have been here and the second time I have had dinner. This places exudes Old Hollywood and that is the end all be all for me. My Prime Rib was very good as is the dessert we had. Drinks are pricey but no more pricey than you would find anywhere else in this part of Hollywood. Two of the three acts were very good. The third act was by this wanna be Hollywood actor who bragged about some role he had on a shit MTV show I have never heard of that was being being a total primadonna before he would perform. Avoid him like the plague if possible. Everyone needs to come here once. It is in the rules of being from Los Angeles.......,4 star rating
2010,4/22/2009,"Definitely a fan of Magic Castle. My friend was in town and I wanted to give her a very special exclusive-to-Los-Angeles experience and this place definitely delivered. She loved the idea of the open-sesame bookcase. Dinner was very nice, I just wish they had more dinner options. Lots and lots of red meat but low on the semi-veg menu. However, its main attraction is not dinner, it's magic!! I was impressed with the close-up gallery and the prestidigitation act. I was even chosen for one of the acts. I have an excellent poker face, but the ""mindreader"" was able to figure out the answer anyway. HOW DO YOU DOOOOO THAT?! The main act was...alright, I guess, compared to the rest of the experience. Expensive, but a wonderful time for a special day. I found the staff pretty friendly and helpful. A couple of times I thought to myself, ""Get over yourself"" but there's one on every staff. Hope to go back some time soon.",4 star rating
2011,7/14/2009,"I don't care that a million other people have reviewed this place.  I must add to it.  This place is amazing; one of the best nights I've had since moving to LA.  Booze and magic, how can you go wrong?I was even lucky enough to be part of a magic show.  The only thing that sucked was it was at the tail end of the night and I was so drunk I couldn't really enjoyed it because I had to devote 100% of my energy to staying focused and not screwing up this guys' show.Such a good time.  If you can find a way in, don't hesitate.",5 star rating
2012,5/12/2010,"Went to Magic Castle (18+) located in Hollywood with 2 of my friends and their husband/boyfriend. The Magic Castle is a private club, allowing entrance only to members (magicians) and their guests. We saw a couple of magic shows, had a nice dinner, and drank at several bars in the castle. Attire: A jacket and a tie was required at all times, and those that had forgotten to adhere to the dress code was offered a tie and a jacket.Food:Dinner here is pretty so-so. I had some fries, 2 plates of calamari, seared ahi-ahi sashimi, couple by a glass pinot noir to drink. During dinner, our magician friend had to leave for another appointment but promised to be back in an hour. Guys, if you ever do get invited to this place, always remember to get a map or a magician friend to take you around. We got lost quite a few times. Consisting of 6 stories and 12 different areas of interests, it was easy to get lost in the huge crowds of people.Our first show that we watched was in the basement of the chateau, with Michael Carbonaro and Frank Olivier. Michael Carbonaro presented a stunning show using shaving cream to form many different faces ranging from famous celebrities to movie characters. Frank Olivier's performance consisted much of juggling of various kinds, which I found sort of boring. Disappointed that the first show didn't have any magic, I ordered a Mai Tai and moved on to the next show. The next show was called the Rudy Coby Experiment. Rudy Coby's magic tricks were pretty awesome, where his theme consisted of combining magic and science together. It was a good night, one that would be hard to forget. Waiting in line for these shows were awesome too, since many of them were magicians that introduced the tricks that they performed.Overall, it was a good experience worthy of maybe doing again, albeit you will spend some money here so do come prepared.  I'm not a magic aficionado at any length, though if you are, it is worthwhile to check out.",4 star rating
2013,8/17/2010,I had such a great time here.I wont take the time to write a lot because everything I was going to write is already written by other reviewers. this is definitely a place to go and visit at least one time. Be sure to get there early so you can get into the main shows. It really fills up fast and we didnt get to watch one of the main shows because we didn't get in line quick enough.guaranteed fun time.,5 star rating
2014,9/7/2010,Shot a video for NBC on this place and got to see some of the best they were showcasing.I saw a guy pull water out of thin air. I'm still shocked by that one.Don't eat here though. Just don't eat...no bueno.The food shoots it down to three stars.,3 star rating
2015,1/13/2011,"Let's be honest here: the Magic Castle is a dying animal. Do I recommend people go? Maybe. It wouldn't be the stupidest thing to do. But those who do go should know what they are signing up for. First, customer service: it's slow, lousy, and has the same feel as the pretentious employees at high-end department stores who could never afford the clothes they sell. And I suppose this also falls under customer service: the dress code. It's outdated, antiquated, and yes, sexist. I get that they want to class it up  a bit, but the whole notion of gender-appropriate attire is as antiquated as the location. It irks me. On to the food: it sucks. Really, it does. At best it's edible. In no way does the quality of the food match the price attached. I'm convinced that the Magic Castle is aware of how bad the food is, and thus they ensure they have diners by forcing you to gnaw their gross bits if you want to get in and see the magic. If you can avoid eating here, do so. The drinks: watered down and as insipid as their superannuated bar tenders. It takes more than a grinning ninety-year-old in a bow tie to please me.  They charge you what the whole bottle costs for a single drink. It would be nice if they added some of the alcohol they charge for. The magic: it's not bad. Good some might say. I wasn't impressed but I did have a good time (there should be a way to rate the venue aside from the magic). It's the only saving grace this place has. Overall, this place is only worth the trip to say you have been. That they are a Hollywood staple is the only reason they are still around. Go to say you have been. Go with a date who is a bit duller than you are and far less discerning. But don't go and expect this place to live up to the hype. It had a heart attacked and died while I wrote this review.",2 star rating
2016,3/21/2011,"Just went Saturday night and to be honest, I wasn't very impressed. It's a cool venue and it's fun to get drinks there and lounge around. The Palace show was weak. The main act was decent but the act before and after were not impressive. I actually felt like I was going back in time with those acts. The food is WAY overpriced for what it is. I must say, the truffle fries and cappuccino ice cream was DELISH but my prime rib was cold when it arrived. The risotto was good too. And the service was whatever; not impressive at all for what you are paying. All in all, I'm glad I came so I can say i've been but I doubt Id ever come back. I feel like the vegas magic shows are better.",3 star rating
2017,6/17/2013,"This place is kind of hard to get in, I think you either need to be brought by a member or you might be able to get a dinner invitation and then walk around after dinner.  It's worth it.  It has 4 stages of different sizes with all sorts of different shows as well as random magicians wandering around doing tricks constantly.  There are also tons of weird secret pranks and traps in the bathrooms, in the bars and all over this incredible one of a kind place.",4 star rating
2018,8/25/2015,Worst ever experience!!! STEVE the bartender is horrendous. Don't ever go here as the management don't care. Five different parties ALL can't be wrong???,1 star rating
2019,4/19/2013,"I thought this place was great! Good food and very classy atmosphere! I like how everyone dresses up! A friend of mine is a cook there so he was the one who got us in, I wish they would opn it up to the public though. Food is quite expensive and so are the drinks. They schedule you to a show and are able to walk around before and after your show. Overall, I had a great time here!",4 star rating
2020,8/1/2015,Food was ok with small portions for the price. Our particular waiter was rude. Everyone else was very friendly. The shows were fantastic!,4 star rating
2021,8/25/2008,"ehh..I went there on a Sunday Night for a friend's birthday and was expecting a lot more. From the outside it looks huge. But as soon as you walk in, your cramped in a hot, old, grandpa's basement bar like place with odd paintings on the wall.  Very old Fashioned. The food was waaaaay over priced then what you pay for. I spent 30 bux on salmon and mash potatoes which was a small serving. Outback Steakhouse has better salmon and mash potatoes for half of the price. The freakin waiter took forever with our bill and the dude didn't even know magic. Rip-off. The shows were alright. I catched three shows. Nothing mind-blowing. There were funny at times. But again nothing to go gaga over. ""The No Show"" was the best show in my opinion. The handsome jack dude was alright. And the third guy was kinda boring.The drinks were expensive but they are strong. And there is a lot of small bars everywhere.Not a place for my liking. It was full of a bunch of old, rich, dirty, white old dudes everywhere. There all probably the members.Overall, it was just alright. There really isn't anything magical at this place at all.",3 star rating
2022,7/27/2009,"If you have no imagination you will probably hate the Magic Castle.  If you believe in magic, and can wonder and marvel at simple feats of make-believe, then you will love it!!  What a special place it is that us Angelenos have such immediate (almost) access too.  It is frustrating that to get into the Castle, you need to be either a member, or a guest of a member.  But, isn't that also so cool?  I went tonight with my boss for a Cabaret function and it was fantastic.  Merely getting from the front door to the cabaret room was a workout.  And what fun!  History, and the unknown are, to me, extremely fascinating, and wandering around the Castle gave me free reign to explore and investigate as much as I wanted!  There are many levels, rooms, performance areas, bars, etc. The food was fine.  My boss enjoyed the hamburger.  The garlic bread was forgettable.  The drinks weren't terribly expensive, surprisingly.  My favorite part was getting all dressed up and going to see magic.  I'd recommend to anyone wanting to experience something special and fun.  It will take time to find an in, but it's definitely worth it.  At LEAST once.",5 star rating
2023,8/12/2009,"I went to the Magic Castle about a year back and I cannot stop thinking about the dinner I had. I have never had a better Filet with Garlic Mashed Potatoes and Garlic Green Beans in my life. If you have the chance to go, it is a great night with wonderful food and entertainment. The staff is extremely nice and accommodating, the atmosphere is to die for and the food is top notch. Expect to spend some money but it is so worth it for a night out on the town.",5 star rating
2024,11/4/2009,So I havent been here in years and the old friend that was once was a magician is no longer.  Is there anyone on Yelp that can assist with an invatation or with knowledge on how to get one.  I would really love to go back.thanks so much!,5 star rating
